input_position,distance,source_id,designation,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,bp_g,bp_rp,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,flame_flags,frame_rotator_object_type,g_rp,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_n_obs,phot_variable_flag,pmra_pmdec_corr,priam_flags,ra_dec_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,ref_epoch,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,teff_percentile_lower,teff_percentile_upper,teff_val,visibility_periods_used,other_ids
"289.3722191666667,39.2446125",6.525364091751532E-5,2101003000830222336,Gaia DR2 2101003000830222336,289.3722831695781,39.24465493975361,71.02093334537082,12.1394511727773,301.5326553937155,60.580567856839274,2.274432993269235,11.468234045814565,9.80957400739096,7.8478937,8.525323,7.0915236,0.02387238640004408,0.03339515591939787,0.032005626110732294,0.04968710566519987,0.055537894945220136,0.0297,1.1734,0.2745,306.90988,0.0,0.0,4.360151,24,3,211,214,214,31,true,1.4897759794001322,0.008681513068237112,0.0411724,74.820595,0.6774292,1.4337993,0.29668927,-0.45502034,-0.13258858,false,0.0139,0.5383,0.134,200111,0,0.75637007,131.29128,137.21758,134.25443,29,-0.048031095,71.06354,-0.07315046,-0.30706057,5375589.596164119,7846.392210791092,685.10333,26,1.2478669,1.368323305883184E7,4181.091181318257,3272.6465,225,1,1.1699264118415413E7,16527.830223177803,707.8524,23,NOT_AVAILABLE,0.027393619,100002,0.048067167,-5.9140227966876076,0.1325699462147857,18.517532,20.526278,19.087437,11891396,0.15434249,-0.048965055,-0.18599476,2015.5,14,0.0,4.5,4500.0,1635721458409799680,4336.64,4565.8003,4497.122,14,Gaia DR1 2101002996530454400
"288.88758666666666,41.592909444444444",9.951975914829236E-5,2102227135227203968,Gaia DR2 2102227135227203968,288.887543116935,41.59281540521301,73.04648847310091,13.461851293723,302.15175109623954,62.939448766568,3.5143791042084054,-7.621699601333992,-21.845780956325015,7.870914,8.451421,7.1950655,0.02348809051990934,0.028649020338962255,0.02849094390073685,0.04890935258164662,0.05602081028047258,0.024,0.1861,0.1142,235.86296,0.0,0.0,1.1025875,25,1,218,219,219,31,true,1.5346666737704142,0.007331552074746061,0.041709084,79.04932,0.5805068,1.2563553,0.18479003,-0.4154327,-0.08468817,false,0.0119,0.0944,0.051,200111,0,0.6758485,50.316093,51.66536,50.990726,31,0.14509934,123.350746,0.021364601,-0.2934405,5754224.968662272,7300.914682042936,788.15125,27,1.2234336,1.3396173449473182E7,3102.82803616073,4317.4077,250,0,1.0635104246434344E7,12912.893876112696,823.60345,26,NOT_AVAILABLE,0.03225382,100001,0.039667964,2.769753459185738,0.14664671862913736,10.3731,11.038244,10.711252,816976006,0.13183144,-0.024275322,-0.27291492,2015.5,15,0.0,4.5,4750.0,1635721458409799680,4642.47,4789.0,4712.8,17,Gaia DR1 2102227130928339328
"290.7018925,48.88527555555555",6.313979944000652E-5,2129553606948677120,Gaia DR2 2129553606948677120,290.7019680865087,48.885236617004836,80.45302114014781,15.288581061854805,311.29224151901235,69.37446653294026,1.6400061910933086,11.526170508561247,-9.087292535852114,7.8590217,8.579185,7.0769963,0.02227217264158632,0.024471363922892675,0.024969032102629928,0.05108322901624691,0.051397868782595765,0.1019,1.084,0.3713,346.03424,0.0,0.0,4.6370344,27,0,237,237,237,31,true,1.4825860320722515,0.00681920141519279,0.03902833,72.62471,0.72016287,1.5021882,0.2341838,-0.15476818,-0.045194812,false,0.0386,0.3335,0.1507,200111,0,0.78202534,263.07407,277.14493,270.1095,30,0.071495,65.68161,-0.04177676,-0.05216033,5115422.758331684,6799.992408555047,752.2689,29,1.2531481,1.3543711152013274E7,4441.901061967171,3049.0798,258,0,1.1856852427068956E7,14607.630337084553,811.68896,26,NOT_AVAILABLE,-0.02845428,100001,-0.0705993,-5.895594013799597,0.9391523723380799,26.963823,30.016733,28.68524,1063295886,-0.054367226,-0.023003783,0.087821476,2015.5,15,0.0,4.5,4250.0,1635721458409799680,4271.0,4506.3047,4369.0,17,Gaia DR1 2129553602648224384
"297.04024833333335,48.40020611111111",1.4080361034712985E-4,2086732572553136896,Gaia DR2 2086732572553136896,297.04022262665774,48.400066345720916,81.90172360281159,11.316473132050763,320.92237662915295,67.11945964286026,1.668646346719117,-3.9768026896517235,-32.48122184850942,7.8992686,8.650331,7.101812,0.026504328219547523,0.03715201201925955,0.03238960755458666,0.05578100108856883,0.07467801646015394,0.177,1.5771,0.417,248.23727,0.0,0.0,4.113413,20,4,168,172,172,31,false,1.480011173330452,0.00907603462574096,0.05236124,84.133896,0.7510619,1.5485187,0.10527712,-0.31824523,-0.055824228,false,0.0896,0.7484,0.2052,200111,0,0.79745674,262.93594,279.38156,271.15875,23,0.068032496,51.517956,-0.12421196,-0.08069932,4790965.4912893465,10524.569543795691,455.21722,20,1.2550821,1.3050852530827703E7,5542.780204244166,2354.5679,185,0,1.1588925953016568E7,26501.398582482787,437.2949,21,NOT_AVAILABLE,-0.06240303,100001,0.017466845,3.295644666898802,1.9882773141088825,21.47741,31.387753,30.830261,425374919,0.09518801,-0.06345555,-0.21973519,2015.5,9,0.0,3.0,4500.0,1635721458409799680,4180.73,5054.0703,4218.36,14,Gaia DR1 2086732572553136896
"288.60606291666664,39.652273888888885",1.6874510607434154E-4,2099729349754501888,Gaia DR2 2099729349754501888,288.60598559239736,39.65211599474624,71.14313460602143,12.84792254413854,300.583642245506,61.13063658003781,3.413901156320905,-13.894078078785626,-36.712517048712996,7.8340764,8.359556,7.197397,0.02216870391714519,0.026668290164224184,0.0283066556846991,0.05042738599646105,0.060438227233937075,0.008,1.2448,0.0243,311.77484,0.0,1.8740720218937298E-15,3.597297,26,1,232,233,233,31,true,1.5379791788553963,0.006790560335696389,0.043539733,71.436935,0.5254798,1.162159,0.085379384,-0.091333225,-0.09639857,false,0.0032,0.7941,0.012,200111,0,0.6366792,51.336346,52.747997,52.04217,28,0.057297226,120.60419,-0.19387376,-0.18369895,6262285.987232904,10766.762727446836,581.6313,23,1.217635,1.3858484445669675E7,3293.3616785477875,4208.006,243,0,1.0612290686163926E7,22853.615449393565,464.35938,23,NOT_AVAILABLE,-0.032749254,100001,-0.015247553,-22.428556502136377,0.17801210234645587,9.422028,10.005601,9.678022,771364002,0.1085823,-0.099784166,-0.114983924,2015.5,15,0.0,3.5,5500.0,1635721458409799680,4901.1,5050.6,4983.3555,16,Gaia DR1 2099729349746400512
"293.3406975,41.32969583333334",8.095007012828042E-5,2077577115326313472,Gaia DR2 2077577115326313472,293.3406905573193,41.32961505131702,74.29025671032608,10.343684350668033,308.8108361228987,61.66067004892511,2.5970567554988024,-1.253129903107446,-18.800446393993518,7.9430523,8.394855,7.3706903,0.022170937785065813,0.027685161825261647,0.02914169407639925,0.04785363157461174,0.050377573736060784,,,,376.71744,0.0,0.0,5.5281806,27,0,241,241,241,31,true,1.581432654422719,0.007193542604548522,0.03611104,76.6968,0.45180225,1.0241642,0.34751377,-0.14736147,-0.1235876,false,,,,200111,0,0.57236195,76.54676,79.37994,77.96335,31,0.0288039,89.11825,-0.036834,-0.21460071,6061963.1034748275,9494.194868089706,638.4915,27,1.2053177,1.2535031204586875E7,4260.9539710774425,2941.837,257,0,9046732.857652105,18010.25761090727,502.31003,30,NOT_AVAILABLE,0.011119175,100001,-0.011352554,4.275321832436026,0.18454919289825383,10.301622,11.15448,10.851214,484958166,-0.020029927,-0.04766265,-0.043232407,2015.5,12,0.0,4.5,5250.0,1635721458409799680,5135.4,5343.75,5206.6665,16,Gaia DR1 2077577111023658496
"290.13435666666663,38.42539027777777",5.406296074744502E-5,2052869611580098688,Gaia DR2 2052869611580098688,290.13442218900644,38.42540724518487,70.52742328630343,11.250601616291164,302.2363110375103,59.63155109571303,1.8197577194225782,11.8638407018643,3.900228454970532,7.940268,8.657027,7.159309,0.02629959760653159,0.035285046615695995,0.03359903677354814,0.05628000330626252,0.06509519580310023,0.052,1.7505,0.3602,333.1849,0.0,0.0,5.3254576,24,0,211,211,211,31,true,1.4741537948846895,0.007582433832702239,0.04715925,68.78922,0.7167592,1.4977183,0.39550313,-0.4948972,0.034820843,false,0.0069,1.0368,0.1835,200111,0,0.7809591,193.0,204.32382,198.66191,25,0.12860832,54.161007,-0.17817427,-0.051296465,4761506.844344216,7844.900147557588,606.9557,21,1.2534748,1.2567216597129388E7,5026.536045642552,2500.1743,215,1,1.0991183174327161E7,22243.972530394898,494.11963,20,NOT_AVAILABLE,-0.06973413,100002,-0.0045319023,0.33151589550115546,0.14353473712440817,22.612673,25.290033,24.000324,1046376553,-0.042694453,0.050020866,-0.3420328,2015.5,15,0.0,4.5,4250.0,1635721458409799680,4309.0376,4557.0,4423.3003,14,Gaia DR1 2052869607279738496
"287.6950591666667,38.9054625",5.979790755154959E-5,2099631394432060416,Gaia DR2 2099631394432060416,287.6950651057629,38.90540288096303,70.14529612885293,13.178920671610857,298.7929564574128,60.58795801710185,3.0849088846067296,1.0103190004278888,-13.891824084936754,7.9701843,8.541191,7.297687,0.020307593128002063,0.024717329913619124,0.025329307596911682,0.045145376113464426,0.0496082161107624,0.016,1.4091,0.13,547.8622,0.0,0.0,9.338209,31,1,274,275,275,31,false,1.5270784103670971,0.006756000722991391,0.03769111,59.96619,0.5710068,1.243504,0.09006168,-0.25507006,-0.07691442,false,0.0069,0.4948,0.062,200111,0,0.6724973,57.695103,59.330433,58.512768,32,0.024046922,121.792076,-0.11469904,-0.14268489,5297594.68502717,7993.566029135492,662.73236,26,1.2247623,1.2225666168624077E7,2786.386858978924,4387.641,275,0,9675940.448166471,19701.620559699393,491.12408,26,NOT_AVAILABLE,-0.05518318,100001,-0.046064477,22.956995505730223,0.23881700933452235,10.127568,11.436212,10.963854,277749899,-0.02350112,-0.0573186,-0.1135015,2015.5,21,0.0,4.5,4500.0,1635721458409799680,4720.6074,5016.3335,4821.2246,17,Gaia DR1 2099631390133687680
"294.37510749999996,45.22647166666667",3.775836317979388E-5,2079919315611727616,Gaia DR2 2079919315611727616,294.37508515518266,45.22643734434267,78.17096294864558,11.453053654923117,313.5090203180635,65.02626020811033,1.2990604592817563,-3.6723946728390833,-7.979020693426838,7.9525204,8.592281,7.223833,0.022987204468368664,0.027668603852601246,0.02717118438921749,0.04803281523234596,0.05481710675603409,0.0399,1.9636,0.452,380.27762,0.0,0.0,6.1143317,26,0,230,230,230,31,false,1.5057590489013917,0.007693162922269926,0.04131388,87.7497,0.639761,1.3684483,0.23208262,-0.31737044,-0.16179895,false,0.0149,1.0866,0.291,200111,0,0.7286873,342.34213,366.9733,354.6577,29,0.06256178,47.810226,0.03440385,-0.16418858,5054085.2751297355,19882.51348601664,254.19751,27,1.2402112,1.2426193404701017E7,14839.252436635321,837.3868,247,0,1.0357020162828898E7,40971.691690530526,252.78477,27,NOT_AVAILABLE,0.07203903,100001,0.03871911,-1.668906540955758,7.220289842701551,27.532589,30.553057,29.160706,1092738675,-0.02773351,-0.12305885,-0.17021596,2015.5,14,0.0,4.5,4500.0,1635721458409799680,4531.5977,4773.7,4638.5225,16,Gaia DR1 2079919311308501504
"299.7162416666666,47.36338333333333",8.133646303993675E-5,2085638116106993408,Gaia DR2 2085638116106993408,299.7161821921162,47.363312673954844,81.8776718545376,9.244179159433838,323.6496785883222,65.36181662069207,2.571564046972227,-5.530143380507135,-18.837231986342587,8.118049,8.666123,7.4553285,0.031293482343670985,0.0382334731314768,0.039680183279311006,0.06763238960108224,0.07214208507000813,0.024,1.3217,0.081,153.72675,0.0,0.0,-0.8761466,20,3,175,178,178,31,false,1.515388361358307,0.008552378999125382,0.04843489,57.305157,0.5480747,1.2107949,0.43615752,0.06988553,-0.149497,false,0.012,0.47,0.04,200111,0,0.6627202,72.3976,75.74768,74.07264,25,0.06839151,64.80726,0.02260995,-0.2351774,4721783.309268676,6586.458730300647,716.8926,19,1.2269171,1.0669074710353848E7,3060.8346028056603,3485.675,189,1,8368287.957552007,10547.016874804325,793.427,17,NOT_AVAILABLE,0.14263451,100002,0.15827002,-4.355067565276994,0.7114352469891954,12.192557,13.103232,12.484102,800269572,0.13134728,-0.058037285,-0.1733524,2015.5,10,0.0,4.5,5250.0,1635721458409799680,4677.9067,4849.46,4792.5,15,Gaia DR1 2085638111806367872
"299.94802916666663,44.53907583333333",1.7680247054904585E-4,2076143588378412416,Gaia DR2 2076143588378412416,299.9481362898784,44.539235298460945,79.50345618934828,7.667229785116718,321.04923249136186,62.77120578386735,3.0291798717420217,17.72122788231337,37.02627805983272,8.060998,8.6102495,7.403128,0.02251987242186797,0.026483315461074425,0.027426690128032186,0.049630859822163316,0.05107580531177461,0.0,0.0747,0.016,292.33597,0.0,0.0,1.6948051,29,0,258,258,258,31,false,1.5295053039226358,0.007134637021425617,0.038855672,84.121765,0.54925156,1.2071214,0.27953777,-0.32931426,-0.066916615,false,0.0019,0.087,0.0087,200111,0,0.6578698,54.096176,55.741013,54.918594,31,0.026726648,110.44643,0.01642154,-0.18757136,4971133.322478618,5266.831208308305,943.85657,30,1.2229413,1.1244680360565962E7,2759.8465129782244,4074.3862,272,0,8780450.296803186,8024.680716290469,1094.1807,29,NOT_AVAILABLE,0.07833497,100001,0.09860675,-63.001081017824404,0.140984752917777,10.137319,10.604623,10.354458,574633913,0.101792954,-0.012806124,-0.11777821,2015.5,9,0.0,4.5,5250.0,1635721458409799680,4825.125,4935.085,4883.065,16,Gaia DR1 2076143588378412416
"299.71525458333326,47.36207805555556",7.513237207276723E-5,2085638116106991872,Gaia DR2 2085638116106991872,299.71519755187916,47.36201361552514,81.87619464255093,9.244098326731125,323.64679523714597,65.36098749224189,2.6282910743810337,-9.027986084911014,-15.01173723016424,8.023957,8.632374,7.316653,0.02643036165615088,0.030968438774809027,0.03357105403566695,0.05689226019472846,0.058035807224090435,0.0357,1.0168,0.1412,291.0478,0.0,0.0,3.7041423,24,2,212,214,214,31,false,1.5009324800923627,0.007874683362779512,0.0410618,75.375,0.60841656,1.315721,0.41203475,-0.0067107542,-0.031215237,false,0.0153,0.4168,0.0677,200111,0,0.7073045,76.651024,79.73527,78.193146,29,0.0068240934,78.2904,0.08661144,-0.15988903,4870859.675490572,5687.6507090122595,856.3922,22,1.2358704,1.1634916843934152E7,3434.2020079613344,3387.9536,232,0,9508389.810410412,16768.099111606592,567.05237,22,NOT_AVAILABLE,0.11516283,100001,0.017932368,-4.502608160124729,0.13703086053658206,12.155625,13.6268215,13.034625,150644720,0.062830344,0.044308785,-0.040439025,2015.5,13,0.0,3.0,5000.0,1635721458409799680,4649.66,4923.0,4754.11,15,Gaia DR1 2085638111806368000
"291.8926695833333,37.117995",8.273941591549024E-5,2051728490311183744,Gaia DR2 2051728490311183744,291.8927082115298,37.118071792280254,69.96590264396387,9.424295746419563,304.12143800348804,57.991983859604076,1.8000448927805006,7.145821679503919,17.79354641537056,8.040623,8.78721,7.2431197,0.025991114819196522,0.034401257531550336,0.037611501816492435,0.05409691275385186,0.05747650597883894,0.224,1.8029,0.6073,282.09235,0.0,0.0,3.0255725,25,2,219,221,221,31,false,1.4818933207824483,0.00867538861033275,0.03866498,150.32924,0.74658775,1.5440907,0.50038195,-0.11519566,-0.3427987,false,0.1142,0.9331,0.24,200111,0,0.797503,196.62909,209.26138,202.94524,30,0.022722635,47.858894,-0.03590406,-0.3128771,4223485.057587202,4597.67917781283,918.61237,26,1.2566354,1.1457697266494371E7,4765.808543422341,2404.1455,235,0,1.0174663773383457E7,12646.731789160222,804.5291,26,NOT_AVAILABLE,-0.06330115,100001,0.0830724,-78.21071301124742,0.1210221428807107,25.850368,27.608952,26.485462,992351098,0.24785315,-0.21401168,-0.23895107,2015.5,11,0.0,4.5,4250.0,1635721458409799680,4146.16,4284.87,4233.185,15,Gaia DR1 2051728486009394048
"283.83340625,40.13883361111111",1.9239117691022665E-5,2103507894472422656,Gaia DR2 2103507894472422656,283.83342916553494,40.138841563671775,70.10611122590436,16.40238012616388,293.2900560580871,62.464135090690434,3.1801058234460924,4.039455965033023,1.7943058408453174,8.089526,8.602207,7.4683795,0.02192026855402956,0.028721755748313517,0.02740393453014274,0.04748832450862115,0.059922780875226865,0.006,1.4421,0.0513,315.2837,0.0,0.0,4.086286,26,3,224,227,227,31,true,1.5470921946562735,0.007418427116895725,0.044391826,108.27293,0.512681,1.1338277,0.122788176,-0.3348688,-0.034142185,false,0.0034,0.9353,0.023,200111,0,0.6211467,46.510933,47.856712,47.183823,31,0.10847517,116.04559,-0.019002048,-0.15371385,5008092.395257447,6352.800060993192,788.32837,28,1.2121162,1.0953068378854213E7,4560.615466836758,2401.6646,244,0,8268300.2457834445,11244.514870608255,735.31854,27,NOT_AVAILABLE,-0.033720914,100001,-0.027644983,-15.134306578519674,0.13586503178173492,9.009239,9.394206,9.137387,886228013,-0.023745613,-0.017462606,-0.09639527,2015.5,17,0.0,4.5,5000.0,1635721458409799680,4935.6523,5040.0,5004.533,17,Gaia DR1 2103507890173906688
"288.82186208333326,40.11369027777778",8.095386429001568E-6,2101290316961062400,Gaia DR2 2101290316961062400,288.82187096088387,40.11368586856005,71.64425051321152,12.890702869814758,301.1724730456267,61.53150219241715,2.950309183143932,1.5499087817707995,-1.06838450792675,8.092074,8.058086,8.187183,0.03218932690129209,0.04094982169211509,0.040256532510948136,0.06969244544165289,0.0766676874505987,0.071,0.1788,0.1147,933.6137,0.12730564815109582,5.361749279979745,19.508318,26,5,225,230,230,31,true,1.8315852054878998,0.01001864955370546,0.050853003,28.17992,-0.033988,-0.12909698,0.23132443,-0.30996892,0.0129631255,true,0.0376,0.0914,0.058,,0,-0.095108986,,,,30,-0.0957957,73.28771,0.09296279,-0.14507844,8266483.7052912265,48096.61053110864,171.87248,28,1.1467735,1.0927394473817334E7,21112.164551932172,517.5876,245,0,4264761.671188791,31462.83697551531,135.54918,29,NOT_AVAILABLE,-0.075503826,100001,-0.24103202,,,,,,252517080,-0.10284417,0.06764294,-0.15914945,2015.5,0,,,,1635721458409799680,7963.25,9593.0,8868.667,15,
"291.0817929166666,47.41309805555555",7.474844013865456E-5,2129162799284981760,Gaia DR2 2129162799284981760,291.08177124447565,47.4130247599545,79.17175397724124,14.453044621505219,310.356535067168,67.91993630327437,2.030123338147501,-3.4299894382599803,-17.029704160410404,8.236473,8.858223,7.529015,0.026880864267099683,0.027291888527697847,0.030192226882378593,0.056963658142669286,0.055161052710351904,0.0666,1.1735,0.2495,231.0165,0.0,0.0,0.5958327,26,4,224,228,228,31,true,1.507005051251054,0.007626864517087246,0.04255542,93.695145,0.6217499,1.3292079,0.24586499,-0.24473177,-0.09496016,false,0.0332,0.834,0.135,200111,0,0.707458,111.28212,116.70557,113.99384,29,0.12931299,67.23994,-0.08097067,-0.3735693,3956087.7290304867,4655.794014165932,849.71277,27,1.2308764,9566583.71259276,2702.229942261293,3540.2551,234,0,7819194.472170415,11424.856503354265,684.402,26,NOT_AVAILABLE,0.08810184,100001,0.027789949,-30.077879743339004,0.16014808923693066,16.054802,17.459345,16.93277,220448062,0.20219323,-0.025731083,-0.34876558,2015.5,16,0.0,4.5,4750.0,1635721458409799680,4513.7,4707.0,4583.346,16,Gaia DR1 2129162794987627776
"295.6523554166666,39.99798972222222",1.775599713578718E-4,2076372669064227200,Gaia DR2 2076372669064227200,295.65231893691924,39.99781437523366,73.93156206962063,8.170565868577212,311.26924477166045,59.815348241708655,6.9512747600783795,-6.529093445942071,-40.73821359923596,8.158849,8.40947,7.793149,0.025913028889071,0.03006765068304463,0.0328119251615133,0.05527835326703316,0.05115522172678236,1.206,1.5608,1.438,442.18292,0.0,0.0,8.275456,26,3,225,228,228,31,false,1.6618744465866626,0.0075417136433189695,0.039893165,157.15994,0.25062084,0.6163206,0.44343317,-0.28647614,-0.16923338,false,0.6175,0.7706,0.706,200111,0,0.36569977,8.169084,8.290023,8.229553,28,0.0652853,211.85208,-0.12012288,-0.26137036,5980914.208357306,6715.943425727663,890.55457,27,1.1786759,1.0275589377867738E7,2962.779154307024,3468.2266,238,0,6130675.371510981,5797.350442922555,1057.4961,27,NOT_AVAILABLE,0.04785329,100001,0.112573065,20.934203761905085,0.7670550073326177,2.1576006,2.4110785,2.305414,1393743014,0.11923618,-0.06779764,-0.34264567,2015.5,6,0.0,4.5,6750.0,1635721458409799680,6296.0,6655.564,6438.6665,16,Gaia DR1 2076372664758050176
"281.3657666666666,43.9953375",1.1090291034656078E-4,2117284053614333312,Gaia DR2 2117284053614333312,281.3657024307495,43.995236683395596,73.2201929013917,19.476250316713145,290.92417189490845,66.61084217227871,1.5328004778440687,-10.767025657552434,-23.42257700014015,8.20331,8.981694,7.383054,0.03457549409716607,0.04034363620031347,0.04754081420412862,0.07417293136373543,0.06657433559376766,0.219,0.7937,0.436,274.62134,0.0,0.0,5.030076,20,5,171,176,176,31,true,1.4809638301699692,0.011081144865858513,0.04964275,112.84291,0.7783842,1.5986404,0.58624494,-0.33267474,-0.29883933,true,0.0859,0.3421,0.1825,200111,0,0.82025623,227.53255,248.07335,237.80295,28,-0.05480187,32.24178,-0.21261169,-0.4703777,3530834.822405227,4962.642228523272,711.48285,23,1.264803,9863303.093230722,3292.6866772971753,2995.5183,218,1,8944300.638816802,16284.614733410817,549.24854,24,NOT_AVAILABLE,0.05051032,100002,-0.063289896,-14.226023912768262,0.20543940328208565,26.52519,29.446972,28.336744,1081208863,-0.032221645,-0.02821081,-0.26302144,2015.5,12,0.0,3.0,4500.0,1635721458409799680,4176.96,4401.0,4258.0,14,Gaia DR1 2117284049315538432
"281.5739529166666,43.815664444444444",1.8813342346805768E-4,2117267079903573504,Gaia DR2 2117267079903573504,281.57417508745425,43.81556598527454,73.09348679592462,19.27486861784048,291.20404362595394,66.4049395712588,18.56759061637905,37.18538151482937,-22.90694741955538,8.267944,8.628723,7.7897754,0.03534275963291273,0.03842876470745881,0.0423019075336395,0.06788758851138996,0.07390662061064586,0.008,0.292,0.143,290.89014,0.0,0.0,6.4566927,18,2,155,157,157,31,true,1.6039818960760703,0.010876165858858545,0.04902309,104.80995,0.3607788,0.8389478,0.30348808,-0.1844848,-0.06958324,false,0.0045,0.144,0.058,200111,0,0.47816896,1.0631689,1.070242,1.0667055,23,-0.06801,438.93033,0.083323054,-0.35798255,4887266.545806501,8072.029800917134,605.457,20,1.1876361,9293268.546858937,4699.760090600695,1977.3921,171,0,6149754.909231502,5671.835415612552,1084.2618,18,NOT_AVAILABLE,-0.1601542,100001,-0.33179,-0.0810845688897669,0.11345557820822356,1.0228665,1.0624237,1.0424241,1582559403,-0.2602282,0.013578791,-0.12274461,2015.5,3,0.0,4.5,6000.0,1635721458409799680,5691.0,5800.0,5745.3335,14,Gaia DR1 2117267075604798080
"289.8925483333333,43.48016972222222",7.564494504265693E-5,2102821524341578496,Gaia DR2 2102821524341578496,289.8924896223989,43.48010721400488,75.1284091941481,13.573510949498841,305.0228476799638,64.51957043821379,1.0257192658875627,-9.906958735044824,-14.525635514034725,8.13925,9.085287,7.209542,0.022537206739376304,0.028505002910759903,0.027690488962335242,0.04884177066782587,0.053940716688156615,0.5555,1.7803,0.881,449.27112,0.0,0.0,7.9124193,27,2,239,241,241,31,false,1.4353898408023205,0.007816001426907805,0.039401583,85.58534,0.9460373,1.8757453,0.2317972,-0.20255515,-0.095201924,false,0.265,0.801,0.442,200111,0,0.929708,587.09204,641.7726,614.4323,33,-0.016066007,37.042294,0.028699094,-0.153869,3209523.780437619,4692.0759540480085,684.03064,30,1.3097659,1.0462762275162553E7,5418.779757188149,1930.8336,277,0,1.0494245573362473E7,16952.439939428546,619.0404,30,NOT_AVAILABLE,0.009899605,100001,-0.11317488,-14.995950160997168,0.14142750819955444,47.039383,53.197517,49.031628,1033283654,-0.0037745468,-0.04391716,-0.13012552,2015.5,14,0.0,3.0,4500.0,1635721458409799680,3940.0266,4190.0,4103.9937,16,Gaia DR1 2102821520040742272
"281.25263624999997,42.64371472222222",8.422397243124703E-5,2116742544137540608,Gaia DR2 2116742544137540608,281.25257984212334,42.6436414279837,71.84130240050959,19.102430329936123,290.0903001407802,65.30002991136283,1.810260879101584,-9.667233324697618,-17.085871041024053,8.31532,8.867191,7.661614,0.0833965852206171,0.10336306252142802,0.10063208011223501,0.18946577372381954,0.1940092928840191,0.0225,1.8848,0.165,5994.6147,0.5149878123912578,94.90074661272668,63.239307,28,4,240,244,244,31,true,1.5165633481068224,0.02642615826869086,0.11096369,3.1026225,0.5518713,1.2055774,0.17403364,-0.33679068,-0.18953183,false,0.026,0.9351,0.1157,200111,0,0.6537061,114.53185,130.9376,122.73473,33,0.13006999,17.988905,-0.18029507,-0.16254573,3923546.092826491,6396.341727823126,613.4047,29,1.2188874,8896477.985866254,3094.941002539606,2874.5227,257,0,6920259.0783988,7506.75476036433,921.871,29,NOT_AVAILABLE,0.124484755,100001,0.063017644,-26.962163043399457,0.17351779268387674,14.9349985,16.217289,15.697556,1183936551,-0.17725399,-0.10594467,0.0010346259,2015.5,9,0.0,4.5,4750.0,1635721458409799680,4770.6665,4971.25,4849.0,16,Gaia DR1 2116742539837981568
"287.45698958333327,43.552323055555554",6.498360974615474E-5,2105998150870718080,Gaia DR2 2105998150870718080,287.45698914447445,43.552258072724186,74.45713501898182,15.21717648065769,301.11225972457345,65.11705461471962,1.3024513360286278,-0.09638374997851518,-15.150234708761115,8.178079,9.11727,7.2595487,0.024635672373460305,0.029000029167215443,0.029594374519888368,0.05319795754217267,0.05950969658288045,,,,286.7617,0.0,0.0,3.6749978,24,4,209,213,213,31,true,1.4143871042329872,0.008563454666732067,0.043635532,104.05474,0.9391918,1.8577218,0.32259282,-0.1500052,0.06295347,true,,,,200111,0,0.91853,417.4657,449.1809,433.3233,25,0.07380259,44.010098,-0.015873356,-0.062539645,3116354.837979111,5831.640185883288,534.3874,23,1.3014325,1.0095198798429774E7,5174.721625811545,1950.868,220,0,1.0021864977152638E7,15420.658010570676,649.8987,23,NOT_AVAILABLE,0.16303603,100001,0.0830734,-17.09877440476229,0.15484229954939088,43.378147,47.713245,46.788292,1368642482,0.027207207,0.08598068,-0.18055847,2015.5,9,0.0,3.0,4500.0,1635721458409799680,3812.5,3998.47,3850.0,15,Gaia DR1 2105998146573851136
